Jday,emerge_date,line,rep,leaf,area_cm2,therm_time,emerge_therm_time,germ_dates,germ_therm_time,therm_time_adj,emerge_therm_time_adj
319,313,CC,4,9,13.9,17372.6732596442,14332.5072199308,288,1782.212276865,15590.4609827792,12550.2949430658
319,314,CC,4,10,6.88,17372.6732596442,14835.8879708258,288,1782.212276865,15590.4609827792,13053.6756939608
319,315,CC,4,11,2.71,17372.6732596442,15334.8716263725,288,1782.212276865,15590.4609827792,13552.6593495075
319,317,CC,4,12,1.04,17372.6732596442,16361.6030911408,288,1782.212276865,15590.4609827792,14579.3908142758
298,290,CC,5,1,1.53,6876.89293473917,2802.73848428667,288,1782.212276865,5094.68065787417,1020.52620742167
300,290,CC,5,1,2.47,7847.70219218417,2802.73848428667,288,1782.212276865,6065.48991531917,1020.52620742167
303,290,CC,5,1,7.66,9343.01213111751,2802.73848428667,288,1782.212276865,7560.79985425251,1020.52620742167
305,290,CC,5,1,9.33,10339.4587977758,2802.73848428667,288,1782.212276865,8557.24652091082,1020.52620742167
307,290,CC,5,1,11.83,11352.5835348158,2802.73848428667,288,1782.212276865,9570.3712579508,1020.52620742167
310,290,CC,5,1,17.15,12828.4880273992,2802.73848428667,288,1782.212276865,11046.2757505342,1020.52620742167
312,290,CC,5,1,18.08,13822.6696153242,2802.73848428667,288,1782.212276865,12040.4573384592,1020.52620742167
315,290,CC,5,1,19.07,15334.8716263725,2802.73848428667,288,1782.212276865,13552.6593495075,1020.52620742167
317,290,CC,5,1,22.6,16361.6030911408,2802.73848428667,288,1782.212276865,14579.3908142758,1020.52620742167
319,290,CC,5,1,20.78,17372.6732596442,2802.73848428667,288,1782.212276865,15590.4609827792,1020.52620742167
322,290,CC,5,1,21.34,18867.4119883759,2802.73848428667,288,1782.212276865,17085.1997115109,1020.52620742167
324,290,CC,5,1,20.75,19858.0511356425,2802.73848428667,288,1782.212276865,18075.8388587775,1020.52620742167
300,295,CC,5,2,1.65,7847.70219218417,5358.59704401583,288,1782.212276865,6065.48991531917,3576.38476715083
303,295,CC,5,2,4.13,9343.01213111751,5358.59704401583,288,1782.212276865,7560.79985425251,3576.38476715083
305,295,CC,5,2,5.19,10339.4587977758,5358.59704401583,288,1782.212276865,8557.24652091082,3576.38476715083
307,295,CC,5,2,7.45,11352.5835348158,5358.59704401583,288,1782.212276865,9570.3712579508,3576.38476715083
310,295,CC,5,2,7.37,12828.4880273992,5358.59704401583,288,1782.212276865,11046.2757505342,3576.38476715083
312,295,CC,5,2,8.14,13822.6696153242,5358.59704401583,288,1782.212276865,12040.4573384592,3576.38476715083
315,295,CC,5,2,7.91,15334.8716263725,5358.59704401583,288,1782.212276865,13552.6593495075,3576.38476715083
317,295,CC,5,2,8.12,16361.6030911408,5358.59704401583,288,1782.212276865,14579.3908142758,3576.38476715083
319,295,CC,5,2,8.46,17372.6732596442,5358.59704401583,288,1782.212276865,15590.4609827792,3576.38476715083
322,295,CC,5,2,9.06,18867.4119883759,5358.59704401583,288,1782.212276865,17085.1997115109,3576.38476715083
324,295,CC,5,2,8.58,19858.0511356425,5358.59704401583,288,1782.212276865,18075.8388587775,3576.38476715083
305,298,CC,5,3,3.56,10339.4587977758,6876.89293473917,288,1782.212276865,8557.24652091082,5094.68065787417
307,298,CC,5,3,7.08,11352.5835348158,6876.89293473917,288,1782.212276865,9570.3712579508,5094.68065787417
310,298,CC,5,3,15.35,12828.4880273992,6876.89293473917,288,1782.212276865,11046.2757505342,5094.68065787417
312,298,CC,5,3,23.12,13822.6696153242,6876.89293473917,288,1782.212276865,12040.4573384592,5094.68065787417
315,298,CC,5,3,34.61,15334.8716263725,6876.89293473917,288,1782.212276865,13552.6593495075,5094.68065787417
317,298,CC,5,3,30.92,16361.6030911408,6876.89293473917,288,1782.212276865,14579.3908142758,5094.68065787417
319,298,CC,5,3,33.51,17372.6732596442,6876.89293473917,288,1782.212276865,15590.4609827792,5094.68065787417
322,298,CC,5,3,40.06,18867.4119883759,6876.89293473917,288,1782.212276865,17085.1997115109,5094.68065787417
324,298,CC,5,3,41.04,19858.0511356425,6876.89293473917,288,1782.212276865,18075.8388587775,5094.68065787417
310,302,CC,5,4,7.38,12828.4880273992,8861.14282276251,288,1782.212276865,11046.2757505342,7078.93054589751
312,302,CC,5,4,17.75,13822.6696153242,8861.14282276251,288,1782.212276865,12040.4573384592,7078.93054589751
315,302,CC,5,4,30.06,15334.8716263725,8861.14282276251,288,1782.212276865,13552.6593495075,7078.93054589751
317,302,CC,5,4,36.94,16361.6030911408,8861.14282276251,288,1782.212276865,14579.3908142758,7078.93054589751
319,302,CC,5,4,40.12,17372.6732596442,8861.14282276251,288,1782.212276865,15590.4609827792,7078.93054589751
322,302,CC,5,4,51.36,18867.4119883759,8861.14282276251,288,1782.212276865,17085.1997115109,7078.93054589751
324,302,CC,5,4,51.23,19858.0511356425,8861.14282276251,288,1782.212276865,18075.8388587775,7078.93054589751
312,306,CC,5,5,3.87,13822.6696153242,10841.8453505625,288,1782.212276865,12040.4573384592,9059.63307369747
315,306,CC,5,5,20.32,15334.8716263725,10841.8453505625,288,1782.212276865,13552.6593495075,9059.63307369747
317,306,CC,5,5,27.17,16361.6030911408,10841.8453505625,288,1782.212276865,14579.3908142758,9059.63307369747
319,306,CC,5,5,35.58,17372.6732596442,10841.8453505625,288,1782.212276865,15590.4609827792,9059.63307369747
322,306,CC,5,5,41.28,18867.4119883759,10841.8453505625,288,1782.212276865,17085.1997115109,9059.63307369747
324,306,CC,5,5,50.06,19858.0511356425,10841.8453505625,288,1782.212276865,18075.8388587775,9059.63307369747
315,309,CC,5,6,10.09,15334.8716263725,12326.9586607292,288,1782.212276865,13552.6593495075,10544.7463838642
317,309,CC,5,6,18.29,16361.6030911408,12326.9586607292,288,1782.212276865,14579.3908142758,10544.7463838642
319,309,CC,5,6,30.08,17372.6732596442,12326.9586607292,288,1782.212276865,15590.4609827792,10544.7463838642
322,309,CC,5,6,42.08,18867.4119883759,12326.9586607292,288,1782.212276865,17085.1997115109,10544.7463838642
324,309,CC,5,6,57.75,19858.0511356425,12326.9586607292,288,1782.212276865,18075.8388587775,10544.7463838642
315,311,CC,5,7,1.37,15334.8716263725,13313.8487597875,288,1782.212276865,13552.6593495075,11531.6364829225
317,311,CC,5,7,5.77,16361.6030911408,13313.8487597875,288,1782.212276865,14579.3908142758,11531.6364829225
319,311,CC,5,7,18.77,17372.6732596442,13313.8487597875,288,1782.212276865,15590.4609827792,11531.6364829225
322,311,CC,5,7,47.18,18867.4119883759,13313.8487597875,288,1782.212276865,17085.1997115109,11531.6364829225
319,313,CC,5,8,7.36,17372.6732596442,14332.5072199308,288,1782.212276865,15590.4609827792,12550.2949430658
322,313,CC,5,8,39.22,18867.4119883759,14332.5072199308,288,1782.212276865,17085.1997115109,12550.2949430658
324,313,CC,5,8,45.83,19858.0511356425,14332.5072199308,288,1782.212276865,18075.8388587775,12550.2949430658
319,315,CC,5,9,1.95,17372.6732596442,15334.8716263725,288,1782.212276865,15590.4609827792,13552.6593495075
322,315,CC,5,9,22.1,18867.4119883759,15334.8716263725,288,1782.212276865,17085.1997115109,13552.6593495075
324,315,CC,5,9,24.1,19858.0511356425,15334.8716263725,288,1782.212276865,18075.8388587775,13552.6593495075
322,317,CC,5,10,7.47,18867.4119883759,16361.6030911408,288,1782.212276865,17085.1997115109,14579.3908142758
324,317,CC,5,10,6.03,19858.0511356425,16361.6030911408,288,1782.212276865,18075.8388587775,14579.3908142758
324,319,CC,5,11,3.69,19858.0511356425,17372.6732596442,288,1782.212276865,18075.8388587775,15590.4609827792
324,320,CC,5,12,0.83,19858.0511356425,17880.4169198376,288,1782.212276865,18075.8388587775,16098.2046429726
300,291,VT,1,1,1.75,7847.70219218417,3316.77594814666,289,2290.49507224167,5557.2071199425,1026.280875905
303,291,VT,1,1,2.77,9343.01213111751,3316.77594814666,289,2290.49507224167,7052.51705887584,1026.280875905
305,291,VT,1,1,3.5,10339.4587977758,3316.77594814666,289,2290.49507224167,8048.96372553416,1026.280875905
307,291,VT,1,1,3.93,11352.5835348158,3316.77594814666,289,2290.49507224167,9062.08846257414,1026.280875905
310,291,VT,1,1,4.59,12828.4880273992,3316.77594814666,289,2290.49507224167,10537.9929551575,1026.280875905
312,291,VT,1,1,4.75,13822.6696153242,3316.77594814666,289,2290.49507224167,11532.1745430825,1026.280875905
315,291,VT,1,1,4.83,15334.8716263725,3316.77594814666,289,2290.49507224167,13044.3765541308,1026.280875905
317,291,VT,1,1,5,16361.6030911408,3316.77594814666,289,2290.49507224167,14071.1080188992,1026.280875905
319,291,VT,1,1,5.41,17372.6732596442,3316.77594814666,289,2290.49507224167,15082.1781874025,1026.280875905
322,291,VT,1,1,5.61,18867.4119883759,3316.77594814666,289,2290.49507224167,16576.9169161342,1026.280875905
324,291,VT,1,1,5.07,19858.0511356425,3316.77594814666,289,2290.49507224167,17567.5560634008,1026.280875905
300,295,VT,1,2,1.43,7847.70219218417,5358.59704401583,289,2290.49507224167,5557.2071199425,3068.10197177416
303,295,VT,1,2,2.97,9343.01213111751,5358.59704401583,289,2290.49507224167,7052.51705887584,3068.10197177416
305,295,VT,1,2,3.04,10339.4587977758,5358.59704401583,289,2290.49507224167,8048.96372553416,3068.10197177416
307,295,VT,1,2,3.4,11352.5835348158,5358.59704401583,289,2290.49507224167,9062.08846257414,3068.10197177416
310,295,VT,1,2,4.17,12828.4880273992,5358.59704401583,289,2290.49507224167,10537.9929551575,3068.10197177416
312,295,VT,1,2,4.35,13822.6696153242,5358.59704401583,289,2290.49507224167,11532.1745430825,3068.10197177416
315,295,VT,1,2,4.99,15334.8716263725,5358.59704401583,289,2290.49507224167,13044.3765541308,3068.10197177416
317,295,VT,1,2,5,16361.6030911408,5358.59704401583,289,2290.49507224167,14071.1080188992,3068.10197177416
319,295,VT,1,2,4.66,17372.6732596442,5358.59704401583,289,2290.49507224167,15082.1781874025,3068.10197177416
322,295,VT,1,2,4.95,18867.4119883759,5358.59704401583,289,2290.49507224167,16576.9169161342,3068.10197177416
324,295,VT,1,2,4.68,19858.0511356425,5358.59704401583,289,2290.49507224167,17567.5560634008,3068.10197177416
303,297,VT,1,3,1.26,9343.01213111751,6369.36911159583,289,2290.49507224167,7052.51705887584,4078.87403935416
305,297,VT,1,3,4.25,10339.4587977758,6369.36911159583,289,2290.49507224167,8048.96372553416,4078.87403935416
307,297,VT,1,3,6.9,11352.5835348158,6369.36911159583,289,2290.49507224167,9062.08846257414,4078.87403935416
310,297,VT,1,3,12.96,12828.4880273992,6369.36911159583,289,2290.49507224167,10537.9929551575,4078.87403935416
312,297,VT,1,3,15.37,13822.6696153242,6369.36911159583,289,2290.49507224167,11532.1745430825,4078.87403935416
315,297,VT,1,3,18.07,15334.8716263725,6369.36911159583,289,2290.49507224167,13044.3765541308,4078.87403935416
317,297,VT,1,3,17.42,16361.6030911408,6369.36911159583,289,2290.49507224167,14071.1080188992,4078.87403935416
319,297,VT,1,3,17.99,17372.6732596442,6369.36911159583,289,2290.49507224167,15082.1781874025,4078.87403935416
322,297,VT,1,3,21.95,18867.4119883759,6369.36911159583,289,2290.49507224167,16576.9169161342,4078.87403935416
324,297,VT,1,3,17.4,19858.0511356425,6369.36911159583,289,2290.49507224167,17567.5560634008,4078.87403935416
326,297,VT,1,3,18.64,20846.1730402358,6369.36911159583,289,2290.49507224167,18555.6779679941,4078.87403935416
331,297,VT,1,3,18.57,23368.4233921392,6369.36911159583,289,2290.49507224167,21077.9283198975,4078.87403935416
303,298,VT,1,4,1.52,9343.01213111751,6876.89293473917,289,2290.49507224167,7052.51705887584,4586.3978624975
305,298,VT,1,4,4.18,10339.4587977758,6876.89293473917,289,2290.49507224167,8048.96372553416,4586.3978624975
307,298,VT,1,4,6.81,11352.5835348158,6876.89293473917,289,2290.49507224167,9062.08846257414,4586.3978624975
310,298,VT,1,4,10.94,12828.4880273992,6876.89293473917,289,2290.49507224167,10537.9929551575,4586.3978624975
312,298,VT,1,4,15.92,13822.6696153242,6876.89293473917,289,2290.49507224167,11532.1745430825,4586.3978624975
315,298,VT,1,4,17.85,15334.8716263725,6876.89293473917,289,2290.49507224167,13044.3765541308,4586.3978624975
317,298,VT,1,4,21.42,16361.6030911408,6876.89293473917,289,2290.49507224167,14071.1080188992,4586.3978624975
319,298,VT,1,4,23.12,17372.6732596442,6876.89293473917,289,2290.49507224167,15082.1781874025,4586.3978624975
322,298,VT,1,4,22.62,18867.4119883759,6876.89293473917,289,2290.49507224167,16576.9169161342,4586.3978624975
324,298,VT,1,4,22.34,19858.0511356425,6876.89293473917,289,2290.49507224167,17567.5560634008,4586.3978624975
326,298,VT,1,4,23.47,20846.1730402358,6876.89293473917,289,2290.49507224167,18555.6779679941,4586.3978624975
331,298,VT,1,4,22.27,23368.4233921392,6876.89293473917,289,2290.49507224167,21077.9283198975,4586.3978624975
307,301,VT,1,5,1.72,11352.5835348158,8340.08222182917,289,2290.49507224167,9062.08846257414,6049.5871495875
310,301,VT,1,5,8.13,12828.4880273992,8340.08222182917,289,2290.49507224167,10537.9929551575,6049.5871495875
312,301,VT,1,5,14.31,13822.6696153242,8340.08222182917,289,2290.49507224167,11532.1745430825,6049.5871495875
315,301,VT,1,5,24.04,15334.8716263725,8340.08222182917,289,2290.49507224167,13044.3765541308,6049.5871495875
317,301,VT,1,5,32.02,16361.6030911408,8340.08222182917,289,2290.49507224167,14071.1080188992,6049.5871495875
319,301,VT,1,5,33.48,17372.6732596442,8340.08222182917,289,2290.49507224167,15082.1781874025,6049.5871495875
322,301,VT,1,5,35.68,18867.4119883759,8340.08222182917,289,2290.49507224167,16576.9169161342,6049.5871495875
324,301,VT,1,5,35.13,19858.0511356425,8340.08222182917,289,2290.49507224167,17567.5560634008,6049.5871495875
326,301,VT,1,5,47.54,20846.1730402358,8340.08222182917,289,2290.49507224167,18555.6779679941,6049.5871495875
331,301,VT,1,5,45.46,23368.4233921392,8340.08222182917,289,2290.49507224167,21077.9283198975,6049.5871495875
312,306,VT,1,6,5.51,13822.6696153242,10841.8453505625,289,2290.49507224167,11532.1745430825,8551.3502783208
315,306,VT,1,6,21.51,15334.8716263725,10841.8453505625,289,2290.49507224167,13044.3765541308,8551.3502783208
317,306,VT,1,6,34.46,16361.6030911408,10841.8453505625,289,2290.49507224167,14071.1080188992,8551.3502783208
319,306,VT,1,6,45.78,17372.6732596442,10841.8453505625,289,2290.49507224167,15082.1781874025,8551.3502783208
322,306,VT,1,6,59.9,18867.4119883759,10841.8453505625,289,2290.49507224167,16576.9169161342,8551.3502783208
324,306,VT,1,6,73.79,19858.0511356425,10841.8453505625,289,2290.49507224167,17567.5560634008,8551.3502783208
326,306,VT,1,6,73.43,20846.1730402358,10841.8453505625,289,2290.49507224167,18555.6779679941,8551.3502783208
331,306,VT,1,6,80.98,23368.4233921392,10841.8453505625,289,2290.49507224167,21077.9283198975,8551.3502783208
315,309,VT,1,7,2.74,15334.8716263725,12326.9586607292,289,2290.49507224167,13044.3765541308,10036.4635884875
317,309,VT,1,7,8.67,16361.6030911408,12326.9586607292,289,2290.49507224167,14071.1080188992,10036.4635884875
319,309,VT,1,7,27.7,17372.6732596442,12326.9586607292,289,2290.49507224167,15082.1781874025,10036.4635884875
322,309,VT,1,7,51.79,18867.4119883759,12326.9586607292,289,2290.49507224167,16576.9169161342,10036.4635884875
324,309,VT,1,7,50.68,19858.0511356425,12326.9586607292,289,2290.49507224167,17567.5560634008,10036.4635884875
326,309,VT,1,7,52.54,20846.1730402358,12326.9586607292,289,2290.49507224167,18555.6779679941,10036.4635884875
331,309,VT,1,7,64.26,23368.4233921392,12326.9586607292,289,2290.49507224167,21077.9283198975,10036.4635884875
317,314,VT,1,8,2.47,16361.6030911408,14835.8879708258,289,2290.49507224167,14071.1080188992,12545.3928985842
319,314,VT,1,8,8.75,17372.6732596442,14835.8879708258,289,2290.49507224167,15082.1781874025,12545.3928985842
322,314,VT,1,8,27.54,18867.4119883759,14835.8879708258,289,2290.49507224167,16576.9169161342,12545.3928985842
324,314,VT,1,8,54.88,19858.0511356425,14835.8879708258,289,2290.49507224167,17567.5560634008,12545.3928985842
326,314,VT,1,8,74.5,20846.1730402358,14835.8879708258,289,2290.49507224167,18555.6779679941,12545.3928985842
331,314,VT,1,8,80.67,23368.4233921392,14835.8879708258,289,2290.49507224167,21077.9283198975,12545.3928985842
322,315,VT,1,9,2.81,18867.4119883759,15334.8716263725,289,2290.49507224167,16576.9169161342,13044.3765541308
324,315,VT,1,9,12.64,19858.0511356425,15334.8716263725,289,2290.49507224167,17567.5560634008,13044.3765541308
326,315,VT,1,9,34.8,20846.1730402358,15334.8716263725,289,2290.49507224167,18555.6779679941,13044.3765541308
331,315,VT,1,9,113.01,23368.4233921392,15334.8716263725,289,2290.49507224167,21077.9283198975,13044.3765541308
331,320,VT,1,10,42.03,23368.4233921392,17880.4169198376,289,2290.49507224167,21077.9283198975,15589.9218475959
331,326,VT,1,11,13.22,23368.4233921392,20846.1730402358,289,2290.49507224167,21077.9283198975,18555.6779679941
300,290,VT,2,1,1.05,7847.70219218417,2802.73848428667,288,1782.212276865,6065.48991531917,1020.52620742167
303,290,VT,2,1,2.27,9343.01213111751,2802.73848428667,288,1782.212276865,7560.79985425251,1020.52620742167
305,290,VT,2,1,2.07,10339.4587977758,2802.73848428667,288,1782.212276865,8557.24652091082,1020.52620742167
307,290,VT,2,1,2.78,11352.5835348158,2802.73848428667,288,1782.212276865,9570.3712579508,1020.52620742167
310,290,VT,2,1,2.8,12828.4880273992,2802.73848428667,288,1782.212276865,11046.2757505342,1020.52620742167
312,290,VT,2,1,2.95,13822.6696153242,2802.73848428667,288,1782.212276865,12040.4573384592,1020.52620742167
315,290,VT,2,1,2.69,15334.8716263725,2802.73848428667,288,1782.212276865,13552.6593495075,1020.52620742167
317,290,VT,2,1,2.77,16361.6030911408,2802.73848428667,288,1782.212276865,14579.3908142758,1020.52620742167
319,290,VT,2,1,2.44,17372.6732596442,2802.73848428667,288,1782.212276865,15590.4609827792,1020.52620742167
300,295,VT,2,2,1.23,7847.70219218417,5358.59704401583,288,1782.212276865,6065.48991531917,3576.38476715083
303,295,VT,2,2,1.96,9343.01213111751,5358.59704401583,288,1782.212276865,7560.79985425251,3576.38476715083
305,295,VT,2,2,2.1,10339.4587977758,5358.59704401583,288,1782.212276865,8557.24652091082,3576.38476715083
307,295,VT,2,2,4.6,11352.5835348158,5358.59704401583,288,1782.212276865,9570.3712579508,3576.38476715083
310,295,VT,2,2,2.42,12828.4880273992,5358.59704401583,288,1782.212276865,11046.2757505342,3576.38476715083
312,295,VT,2,2,2.57,13822.6696153242,5358.59704401583,288,1782.212276865,12040.4573384592,3576.38476715083
315,295,VT,2,2,3.3,15334.8716263725,5358.59704401583,288,1782.212276865,13552.6593495075,3576.38476715083
317,295,VT,2,2,3.32,16361.6030911408,5358.59704401583,288,1782.212276865,14579.3908142758,3576.38476715083
319,295,VT,2,2,3.09,17372.6732596442,5358.59704401583,288,1782.212276865,15590.4609827792,3576.38476715083
300,297,VT,2,3,0.44,7847.70219218417,6369.36911159583,288,1782.212276865,6065.48991531917,4587.15683473083
303,297,VT,2,3,2.31,9343.01213111751,6369.36911159583,288,1782.212276865,7560.79985425251,4587.15683473083
305,297,VT,2,3,3.97,10339.4587977758,6369.36911159583,288,1782.212276865,8557.24652091082,4587.15683473083
307,297,VT,2,3,6.03,11352.5835348158,6369.36911159583,288,1782.212276865,9570.3712579508,4587.15683473083
310,297,VT,2,3,7.28,12828.4880273992,6369.36911159583,288,1782.212276865,11046.2757505342,4587.15683473083
312,297,VT,2,3,10.16,13822.6696153242,6369.36911159583,288,1782.212276865,12040.4573384592,4587.15683473083
315,297,VT,2,3,11.99,15334.8716263725,6369.36911159583,288,1782.212276865,13552.6593495075,4587.15683473083
319,297,VT,2,3,12.46,17372.6732596442,6369.36911159583,288,1782.212276865,15590.4609827792,4587.15683473083
303,298,VT,2,4,1.99,9343.01213111751,6876.89293473917,288,1782.212276865,7560.79985425251,5094.68065787417
305,298,VT,2,4,3.77,10339.4587977758,6876.89293473917,288,1782.212276865,8557.24652091082,5094.68065787417
307,298,VT,2,4,2.98,11352.5835348158,6876.89293473917,288,1782.212276865,9570.3712579508,5094.68065787417
310,298,VT,2,4,10.74,12828.4880273992,6876.89293473917,288,1782.212276865,11046.2757505342,5094.68065787417
312,298,VT,2,4,8.88,13822.6696153242,6876.89293473917,288,1782.212276865,12040.4573384592,5094.68065787417
315,298,VT,2,4,8.17,15334.8716263725,6876.89293473917,288,1782.212276865,13552.6593495075,5094.68065787417
317,298,VT,2,4,11.44,16361.6030911408,6876.89293473917,288,1782.212276865,14579.3908142758,5094.68065787417
319,298,VT,2,4,19.67,17372.6732596442,6876.89293473917,288,1782.212276865,15590.4609827792,5094.68065787417
310,299,VT,2,5,2.92,12828.4880273992,7360.18988658917,288,1782.212276865,11046.2757505342,5577.97760972417
312,299,VT,2,5,16.95,13822.6696153242,7360.18988658917,288,1782.212276865,12040.4573384592,5577.97760972417
315,299,VT,2,5,19.54,15334.8716263725,7360.18988658917,288,1782.212276865,13552.6593495075,5577.97760972417
317,299,VT,2,5,15.96,16361.6030911408,7360.18988658917,288,1782.212276865,14579.3908142758,5577.97760972417
319,299,VT,2,5,21.21,17372.6732596442,7360.18988658917,288,1782.212276865,15590.4609827792,5577.97760972417
322,299,VT,2,5,19.34,18867.4119883759,7360.18988658917,288,1782.212276865,17085.1997115109,5577.97760972417
326,299,VT,2,5,23.21,20846.1730402358,7360.18988658917,288,1782.212276865,19063.9607633708,5577.97760972417
331,299,VT,2,5,32.1,23368.4233921392,7360.18988658917,288,1782.212276865,21586.2111152742,5577.97760972417
312,304,VT,2,6,9.73,13822.6696153242,9844.1749246325,288,1782.212276865,12040.4573384592,8061.9626477675
315,304,VT,2,6,18.35,15334.8716263725,9844.1749246325,288,1782.212276865,13552.6593495075,8061.9626477675
317,304,VT,2,6,17.49,16361.6030911408,9844.1749246325,288,1782.212276865,14579.3908142758,8061.9626477675
319,304,VT,2,6,13.75,17372.6732596442,9844.1749246325,288,1782.212276865,15590.4609827792,8061.9626477675
322,304,VT,2,6,20.03,18867.4119883759,9844.1749246325,288,1782.212276865,17085.1997115109,8061.9626477675
324,304,VT,2,6,21.94,19858.0511356425,9844.1749246325,288,1782.212276865,18075.8388587775,8061.9626477675
326,304,VT,2,6,25.8,20846.1730402358,9844.1749246325,288,1782.212276865,19063.9607633708,8061.9626477675
331,304,VT,2,6,41.65,23368.4233921392,9844.1749246325,288,1782.212276865,21586.2111152742,8061.9626477675
315,308,VT,2,7,8.13,15334.8716263725,11842.8668376008,288,1782.212276865,13552.6593495075,10060.6545607358
317,308,VT,2,7,10.14,16361.6030911408,11842.8668376008,288,1782.212276865,14579.3908142758,10060.6545607358
322,308,VT,2,7,18.55,18867.4119883759,11842.8668376008,288,1782.212276865,17085.1997115109,10060.6545607358
324,308,VT,2,7,22.73,19858.0511356425,11842.8668376008,288,1782.212276865,18075.8388587775,10060.6545607358
326,308,VT,2,7,28.46,20846.1730402358,11842.8668376008,288,1782.212276865,19063.9607633708,10060.6545607358
331,308,VT,2,7,33.07,23368.4233921392,11842.8668376008,288,1782.212276865,21586.2111152742,10060.6545607358
317,311,VT,2,8,2.23,16361.6030911408,13313.8487597875,288,1782.212276865,14579.3908142758,11531.6364829225
322,311,VT,2,8,13.21,18867.4119883759,13313.8487597875,288,1782.212276865,17085.1997115109,11531.6364829225
324,311,VT,2,8,21.09,19858.0511356425,13313.8487597875,288,1782.212276865,18075.8388587775,11531.6364829225
331,311,VT,2,8,20.17,23368.4233921392,13313.8487597875,288,1782.212276865,21586.2111152742,11531.6364829225
324,315,VT,2,9,4.99,19858.0511356425,15334.8716263725,288,1782.212276865,18075.8388587775,13552.6593495075
300,291,VT,3,1,1.25,7847.70219218417,3316.77594814666,288,1782.212276865,6065.48991531917,1534.56367128166
303,291,VT,3,1,2.71,9343.01213111751,3316.77594814666,288,1782.212276865,7560.79985425251,1534.56367128166
305,291,VT,3,1,3.71,10339.4587977758,3316.77594814666,288,1782.212276865,8557.24652091082,1534.56367128166
307,291,VT,3,1,4.57,11352.5835348158,3316.77594814666,288,1782.212276865,9570.3712579508,1534.56367128166
310,291,VT,3,1,5.9,12828.4880273992,3316.77594814666,288,1782.212276865,11046.2757505342,1534.56367128166
312,291,VT,3,1,6.16,13822.6696153242,3316.77594814666,288,1782.212276865,12040.4573384592,1534.56367128166
315,291,VT,3,1,5.56,15334.8716263725,3316.77594814666,288,1782.212276865,13552.6593495075,1534.56367128166
317,291,VT,3,1,6.59,16361.6030911408,3316.77594814666,288,1782.212276865,14579.3908142758,1534.56367128166
319,291,VT,3,1,7.92,17372.6732596442,3316.77594814666,288,1782.212276865,15590.4609827792,1534.56367128166
300,295,VT,3,2,0.96,7847.70219218417,5358.59704401583,288,1782.212276865,6065.48991531917,3576.38476715083
303,295,VT,3,2,2.04,9343.01213111751,5358.59704401583,288,1782.212276865,7560.79985425251,3576.38476715083
305,295,VT,3,2,2.11,10339.4587977758,5358.59704401583,288,1782.212276865,8557.24652091082,3576.38476715083
307,295,VT,3,2,2.57,11352.5835348158,5358.59704401583,288,1782.212276865,9570.3712579508,3576.38476715083
310,295,VT,3,2,2.76,12828.4880273992,5358.59704401583,288,1782.212276865,11046.2757505342,3576.38476715083
312,295,VT,3,2,3.11,13822.6696153242,5358.59704401583,288,1782.212276865,12040.4573384592,3576.38476715083
315,295,VT,3,2,3.45,15334.8716263725,5358.59704401583,288,1782.212276865,13552.6593495075,3576.38476715083
317,295,VT,3,2,3.43,16361.6030911408,5358.59704401583,288,1782.212276865,14579.3908142758,3576.38476715083
305,298,VT,3,3,2.01,10339.4587977758,6876.89293473917,288,1782.212276865,8557.24652091082,5094.68065787417
307,298,VT,3,3,3.76,11352.5835348158,6876.89293473917,288,1782.212276865,9570.3712579508,5094.68065787417
310,298,VT,3,3,8.08,12828.4880273992,6876.89293473917,288,1782.212276865,11046.2757505342,5094.68065787417
312,298,VT,3,3,10.85,13822.6696153242,6876.89293473917,288,1782.212276865,12040.4573384592,5094.68065787417
315,298,VT,3,3,14.02,15334.8716263725,6876.89293473917,288,1782.212276865,13552.6593495075,5094.68065787417
317,298,VT,3,3,13.63,16361.6030911408,6876.89293473917,288,1782.212276865,14579.3908142758,5094.68065787417
319,298,VT,3,3,17.38,17372.6732596442,6876.89293473917,288,1782.212276865,15590.4609827792,5094.68065787417
310,303,VT,3,4,4.53,12828.4880273992,9343.01213111751,288,1782.212276865,11046.2757505342,7560.79985425251
312,303,VT,3,4,9.07,13822.6696153242,9343.01213111751,288,1782.212276865,12040.4573384592,7560.79985425251
315,303,VT,3,4,14.1,15334.8716263725,9343.01213111751,288,1782.212276865,13552.6593495075,7560.79985425251
317,303,VT,3,4,15.44,16361.6030911408,9343.01213111751,288,1782.212276865,14579.3908142758,7560.79985425251
319,303,VT,3,4,16.38,17372.6732596442,9343.01213111751,288,1782.212276865,15590.4609827792,7560.79985425251
322,303,VT,3,4,15.33,18867.4119883759,9343.01213111751,288,1782.212276865,17085.1997115109,7560.79985425251
324,303,VT,3,4,15.53,19858.0511356425,9343.01213111751,288,1782.212276865,18075.8388587775,7560.79985425251
326,303,VT,3,4,14.03,20846.1730402358,9343.01213111751,288,1782.212276865,19063.9607633708,7560.79985425251
312,306,VT,3,5,3.37,13822.6696153242,10841.8453505625,288,1782.212276865,12040.4573384592,9059.63307369747
315,306,VT,3,5,11.05,15334.8716263725,10841.8453505625,288,1782.212276865,13552.6593495075,9059.63307369747
319,306,VT,3,5,12.07,17372.6732596442,10841.8453505625,288,1782.212276865,15590.4609827792,9059.63307369747
